text,subject,task_type,difficulty,language,source_url,source_title,source_file
Завдання 2 . Виберіть із поданих у дужках варіантів правильне тлумачення слова.,Філологія,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Завдання № 3 Складіть і запишіть речення, у яких подані фразеологізми виступатимуть у ролі певних членів речення.",Філологія,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Завдання для самостійного опрацювання: Теоретичні питання . Операції над множинами та їх властивості.,Математика,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача № 1 Аналіз навчальних посібників свідчить про те, що в багатьох з них по -різному тлумачиться сутність процесу навчання.",Педагогіка,homework,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Задача №3 У старших класах однієї зі шкіл класними керівниками було проведене анкетування щодо визначення ідеалу молодих людей.,Соціологія,homework,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача №4 На зборах батьків учнів 4 -го класу класний керівник, вчителька української мови та літератури, говорила про те, що сім'я - це природне і найбільш стійке утворення суспільства.",Педагогіка,homework,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Завдання для самостійної роботи з навчальної дисципліни « Основи е кономічн ої теорії » для здобувачів вищої освіти 1 курсу факультету підготовки фахівців для підрозділів кримінальної поліції, що навчаються на першому (бакалаврському) рівні вищої освіти , спеціальність 081 Право / Дніпро: Дніпропетровський державний університет внутрішніх справ, 2016. - 32 с. РОЗРОБНИК : Кокарєв І.В. - доцент кафедри інформатики та інформаційних технологій, кандидат економічних наук, доцент Розглянуто на засіданні кафедри інформатики та інформаційних технологій протокол від 22.08.2016 , № 3. Рекомендовано Науково -методичною радою університету __.__.2016 , протокол № __. Завідувач кафедри інформатики та інформаційних технологій _______________________ В.О. Мирошниченко «______»__________________________2016 року ©ДДУВС, 2016 рік ©І.В. Кокарєв, 2016 рік 3 1. Пояснювальна записка Основою успішної сучасної професійної діяльності є самостійність її суб’єктів.",Право,other,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Вправа 1. «Долаємо стрес». Якщо ти пережив аєш стрес і у тебе спостерігаються неприємні відчуття спробуй знайти час для використання простих, але ефективних прийомів : 8  легкими рухами рук, не заподіюючи собі болю, помасажуй те найбільш напружені або бол ючі ділянки ш иї. Якщо руки при цьому втомлюються, їх слід час від часу струшувати, продовжуючи самомасаж приблизно протягом 5 хвилин ;  вимовте життєстверджуючу фразу. Слова можуть бути відмінним засобом зняття стресу. Один із способів придушити раптовий стрес - повторит и фразу, з якої ви черпаєте силу і впевненість, наприклад, «Я впораюся», «Все добре», «Я люблю і вірю», «Я повністю впевнений в собі», «Я все здолаю», «І це теж пройде» ;  пам’ятайте, що с трес впливає на все ваше тіло, т ому, щоб протидіяти йому, можна підібрати тонус для кожного зі своїх органів чутт я. Наприклад, я кщо у вас є аромат, що нагадує вам про комфорт, тримайте його під рукою, щоб понюхати, коли нервуєте. Ваше відчуття дотику можна використовувати, просто тримаючи в руках матеріал, приємний на дотик , і т.д. ;  жуйте жуйку - це може допом огти відволіктися і заспокоїтися , знизити симптоми стресу .",Психологія,homework,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Вправа 1. «Всього лише відображення». Послухайте притчу : «Одна багата людина збудува ла величезний палац. В одній залі усі стіни було оздоблено дзеркалами. Одного вечора, ще до того, як у палаці оселилися люди, туди пробрався пес. Він зайшов до дзеркальної зали і завмер, побачивши навпроти себе кількох собак. Озирнувшись довкола, збагнув, що вони оточили його з усіх боків. Щоб налякати їх, він вишкірив зуби. Однак собаки не злякались, а теж вишкірилися. Тоді він загарчав, і вони тут же загарчали у відповідь. Пес почав сердито гавкати. Але собаки не відставали і гавкали не менш сердито. Що більше злився пес, то лютіши ми ставали його вороги. Вранці у дзеркальній залі знайшли нещасного мертвого пса. Він був там один. Ніхто з ним не бився, ніхто йому не загрожував. Він злякався свого відображення і загинув у боротьбі з самим собою ». - Які думки можна порівняти з сердитим и псами? 13 - Чи варто звертати на них увагу? - Наведіть приклади негативних думок, що налаштовують на провал перед бойовим виходом або іншою небезпечною ситуацією, пов’язаною з виконанням завдань за призначенням?",Психологія,homework,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Вправа 3. «Позитивне мислення». Кожний військовослужбовець отримує чистий аркуш формату А4. Інструкція: «Вам під силу розірвати ланцюг само індукування стресу, зм інивши негативні думки на позитивні. Позитивне (оптимістичне) мислення послаблює емоційне напруження, допомагає знайти ефективне рішення і діяти відповідно до обставин. Вам потрібно змінити негативні думки на позитивні. Негативні думки, що поглиблюють стрес Позитивні думки, що допомагають зберегти самоконтроль  «У мене нічого не вийде»  «Усе пропало»  «Я дурень»  «Мені обов’язково треба мати це»  «Я повинен бути першим»  «Вони зобов’язані це зробити»  «Це безнадійно»  « Не варто й починати»  «Я не зможу»  Приклад: «Я зроблю все, що в моїх силах, а якщо не вийде, я це переживу» 14  «Я безнадійна людина»  «Усе втрачено» - Чи було це завдання для вас важким? - Чи звертали ви коли -небудь увагу на характер вашого мисленн я в складних ситуаціях (негативне / позитивне) ? - Чи доводилось вам свідомо намагатися замінювати негативні думки на позитивні в складних ситуаціях ? 15 Мета: Застосування точкового масажу в екстремальних умовах діяльност і.",Психологія,homework,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Завдання 1.2. Визначити зміну валової продукції промисловості під впливом зміни чисельності працівників та продуктивності праці. Чисельність працівників у базовому році становила 17 млн осіб , у розрахунковому році вона зросте на 3 %, продуктивність праці в базовому році досягала 29 тис. грн, у розрахунковому році вона зросте на 5 %. Методичні рекомендації Вплив продуктивності праці на динаміку валової продукції промисловості визначається за формулою: бр б рр б пр ППЧППЧ ВП - , (1) де прВП - зміна валової продукції промисловості за рахунок зміни продуктивності праці; бЧ - чисельність працівників у промисловості в базовому році, осіб; бррр ПП,ПП - продуктивність праці у промисловості в базовому та розрахунковому році. Зміна валової продукції галузі під впливом зміни чисельності працівників розраховується за формулою: бр б бр р ч ППЧППЧ ВП - , (2) де рЧ - чисельність працівник ів у промисловості в розрахунковому році,осіб; 5",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Завдання 1.4. ВВП по регіону становить 12 млрд грн, основні виробничі засоби в промисловості регіону дорівнюють 8 млрд грн, чисельність працівників у промисловості становить 1,1 млн осіб, проміжне споживання дорівнює 47 % ВВП промисловості. За наведеними даними необхідно розрахувати: фондовіддачу; фондомісткість; фондоозброєність; продуктивність праці; матеріаломісткість. Методичні рекомендації Фондомісткість (ФМ), фондоозброєність (ФО) та фондовіддача (ФВ) розраховуються за такими формулами: ,QВОФФМ пр (3) 6 ,ЧВОФФО (4) ,ВОФQ ФВпр (5) де ВОФ - вартість основних фондів, грн; Qпр - ВВП промисловості, млрд грн; Ч - чисельність працівників в промисловості, осіб. Валовий внутрішній продукт промисловості розраховується за формулою: ПС ВП ВВП пр п- , (6) де ВВП п - валовий внутрішній продукт промисловості, млрд грн; ВП пр - валова продукція промисловості, млрд грн.",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Завдання 1.5. Розрахувати рівень матеріаломісткості валової продукції регіону, абсолютну та відносну економію матеріальних витрат у прогнозному році за наступними даними: валова продукція промисловості регіону в базовому році дорівнювала 21 млрд грн; темп приросту валової продукції промисловості регіону у прогнозному році становитиме 4 %; питома вага матеріальних витрат у валовій продукції промисловості в базовому році - 42 %; у прогнозному році передбачається зниження матеріаломісткості валової продукції на 1,7 %. Методичні рекомендації Розрахунок варто вести в наступній послідовності: визначити валову продукцію промисловості у прогнозному році; розрахувати розмір матеріальних витрат у базовому році; визначити матеріаломісткість продукції у базовому році; визначити матеріаломісткість продукції прогнозного року; розрахувати абсолютну та відносну економію матеріальних витрат у прогнозному році. 7 Завд ання 2. Розрахунок індексу спеціалізації",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Завдання 2. 3. Обґрунтуйте, чи є перелічені нижче галузі промис - ловості галузями спеціалізації Харківської області. Відомо, що в Україні загальний обсяг реалізованої промислової продукції за січень - липень 2011 року склав 619 574,6 млн грн, а обсяги реалізованої харчової і машинобудівної продукції за той самий період склали відповідно 88 379,4 млн грн і 71 153,9 млн грн. 8 Головне управління статистики в Харківській обл асті надало такі дані за січень - липень 2011 року: загальний обсяг реалізованої промислової продукції у Харківській області склав 30 883,01 млн грн, обсяги реалізованої харчової і машинобудівної продукції у Харківській області склали відповідно 7 929,0 млн гр н і 5 935,2 млн грн. Методичні рекомендації Індекс рівня районної спеціалізації галузі - це відношення питомої ваги галузі у певному районі (області) до питомої ваги тієї ж галузі у країні. Він визначається за формулою: Sj i = (Pj i / Pj) / (P i / P), (7) де Pj i - обсяг виробництва і-ї галузі в j-му районі (області); Pj - обсяг виробництва всієї промислової продукції в j-му районі (області); Pi - обсяг виробництва в і-й галузі по країні в цілому; P - обсяг виробництва всієї промислової (сільськогосподарської) продукції по країні в цілому. Якщо Sj i ≥ 1, то галузь промисловості (сільського господарства) відноситься до виробництв спеціалізації цього району (області).",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Завдання 3.1. Експорт котлів, машин, апаратів і механічних пристроїв за 11 місяців 2010 року у Харківській області склав 21,1 % від загальної вартості експорту (1 090,1 млн дол. США). У загальному обсязі імпорту регіону (1 460,8 млн дол. США) на зазначену групу товарів припадало 12,4 %. Обсяг реалізованих котлів, машин, апаратів і механічних пристроїв у Харківському регіоні склав 372,74 млн дол. США. Розрахувати коефіцієнт міжрайонної товарності у Харківській обла сті. Галузями спеціалізації будуть ті, у яких показник вище 0,5. 9 Методичні рекомендації Розрахунок коефіцієнта міжрайонної товарності здійснювати, враховуючи, що для галузей спеціалізації цей коефіцієнт повинен бути менший за одиницю або дорівнювати одиниці. Коефіцієнт міжрайонної (міжобласної) товарності - це відношення чистого вивозу продукції (різниця між вивозом і ввозом аналогічної продукції) до загального обсягу її виробництва у даному районі (області). Цей коефіцієнт дає можливість оцінити поте нціал району (області) й точніше визначити роль галузі у міжрайонному (міжобласному) обміні (формула 8): , PV WLj ij ij i j i- (8) де Wj i - обсяг (вартість) вивезеної і-ї продукції з j-го району (області); Vj i - обсяг (вартість) ввезеної і-ї продукції до j-го району (області); Pj i - обсяг виробництва і-ї продукції в j-му районі (області).",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Завдання 6.1. Визначити раціональний радіус перевезення кондитерських виробів у Харківській області. Дані для розрахунку: наведені витрати на виробництво 1 т кондитерських виробів у Балакліївському районі складають 150 грн, у Куп’янському - 170 грн, відстань між підприємствами - 126 км; наведені затрати на транспорт для перевезення 1 т кондитерських виробів на відстань 1 км у напрямку від першого району до другого - 1,8 грн, і в зворотному напрямку - 2,0 грн. Методичні рекомендації Раціональний радіус перевезенн я кондитерських виробів визначається за формулою: ,ТТ)Д ТП П(Р 2 12 1 2 - (16) де Р - раціональний радіус перевезення продукції, км; П1, П 2 - приведені витрати на одиницю продукції, що перевозиться, відповідно у першій і другій областях; Т1 - приведені затрати на транспорт для перевезення 1 т продукції на відстань 1 км у напрямку від першого пункту призначення до другого пункту призначення, грн. Т2 - приведені затрати на транспорт для перевезення 1 т продукції на відстань 1 км у напрямку від другого пунк ту призначення до першого пункту призначення, грн. Д - відстань між пунктами призначення, км.",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача № 3. У наведеній нижче таблиці представлені дані, що характе ризують різні ситуації на ринку консервованих грибів. Попит та пропозиція консервованих грибів при різних рівнях цін Ціна (у грн ) Обсяг попиту (у тис. банок у рік) Обсяг пропозиції (у тис. банок у рік) 4 8 12 16 20 70 60 50 40 30 10 30 50 70 90 А. Побудуйте криву попиту і криву пропозиції на основі наведених у таблиці даних. Б. Якщо ринкова ціна за банку грибів дорівнює 4 гривні, що характерно для даного ринку - надлишок або дефіцит? В якому розмірі? В. Якщо рівноважна ціна за банку грибів складе 16 гривень, що характерно для даного ринку - надлишок або дефіцит? В якому розмірі ? Г. Чому дорівнює рівноважна ціна на ринку? Д. Ріст споживчих витрат підвищив споживання консервованих грибів на 15 тис. банок при кожному рівні ц ін. Які будуть рівноважна ціна і рівноважний обсяг виробництва?",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача. При ціні на товар А в 3 грн споживачі купували 6 од. цього товар у. При збільшенні ціни до 5 грн обсяг попиту скоротився до 4 од. Знайти коефіцієнт еластичності попиту по ціні. Коефіцієнт еластичності попиту товару В по ціні 48 гривень т ой самий, що й на товар А. Якщо в початко вий період часу QB=1000 і при підвищенні ціни на 4 грив ні еластичність не зміниться, то скільки одиниць товару В буде продано по підвищеній ціні. Розв'язок . Оскільки задано інтервал зміни ціни і відповідно зміна обсягу споживання товару протягом певного пе ріоду часу, для розрахунку коефіцієнту еластичності на тов ар А використаємо формулу дуговою еластичності попиту по ціні: 8,06435 3564 22 2 12 1 2 12 1 −=++−−=++=++ = A AA A A AA A DA PAQ QP P PQ Q QP P PQE . Використовуючи умову, що коефіцієнт еластичності на товар В такий самий як і на товар А, складемо рівняння, яке має виконуватися при зміні ціни на товар В: 8,0100052 48 41000 22 2 12 1 1 21 2−=++−=++−−= BB B BB B B BB B DB PBQQ Q QP P P PQ QE . Маємо рівняння з однією змінною, розв’язуючи яке , визначимо скільки товару В буде реалізовано при підвищеній ціні: 25*(Q B2 - 1000) = -0,8*( Q B2 + 1000) ; 25 25Q B2 - 25000 = -0,8Q B2 - 800; 25,8Q B2 = 24200 ; QB2 = 938 . Отже, при підвищеній ціні буде продано 938 одиниць товару В. Задачі для самостійного розв’язку .",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Завдання 1. До кожно го наведеного положення знайдіть відповідний термін або поняття . 1. Гроші виникають тоді, коли люди уявляють собі необхідність їх іс - нування як певного засобу, що забезпечує рух товарів. 2. Форма грошей, цінність яких визначається не вартістю матеріалу, з якого вони виготовлені, а набувається в обігу. 3. Гроші обслуговують погашення різноманітних боргових зобов'язань. 4. Гроші мають бути досить міцними фізично. 5. Гроші виділяються із загальної товарної маси, оскільки вони най - придатніші для виконання функ ціональної ролі грошового товару. 6. Гроші є посередником в обміні товарів і забезпечують їх обіг. 7. Величина грошової одиниці. Терміни і поняття : а) раціоналістична концепція походження грошей; б) еволюційна концепція походження грошей; в) засіб платежу ; г) засіб обігу; д) довговічність; є) масштаб цін; ж) неповноцінні гроші.",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Завдання 1. До кожного наве деного положення знайдіть відповідний термін або поняття . 1. Процес безперервного руху грошей між суб'єктами економічних відносин у суспільному відтворенні . 2. Рух грошей, що обслуговує сферу обміну, для якого характерними є: еквівалентність, безповоротніс ть, прямолінійність . 3. Частини грошового обороту, які відображають платежі формування та використання фінансових ресурсів держави тощо . 4. Сукупність грошових коштів у будь -якій їх формі, які є в економічних суб'єктів у певний момент. 5. Специфічний товар , що обмінюється на будь -який інший товар і є загальним еквівалентом . 6. Неповноцінні знаки вартості, які не мають речового виразу та існують лише у вигляді певних сум на рахунках у банках . 7. Різновид депозитних грошей, що обслуговує нагромадження вартост і в її загальній абстрактній формі . Терміни і поняття : а) гроші; б) грошовий оборот; в) грошовий обіг; г) грошові потоки; д) маса грошей; є) електрон ні гроші; ж) депозитні гроші. 19",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Завдання 3. Визначте, яке з тверджень правильне, а яке - помилкове . 1. Грошовий оборот і грошовий, о біг - це одне й те ж. 2. Сфера грошового обігу ширша , ніж грошового обороту. 3. Грошовий потік є частиною грошового обороту. 4. Грошові потоки держави балансуються через запозичення на гро - шовому ринку. 5. При чистому експорті виникає надлишок капіталу. 6. Грошовий агрегат - це вид функціональної форми грошей. 7. Запас готівки в касах комерційних банків входить до агрегату М 0. 8. Банкноти відносяться до ""майже грошей "". 9. Основна форма безготівк ових грошей - це поточні рахунки. 10. М2 більше М 1 на величину строкових депозитів. 11. Ліквідність - це можливість активів перетворюватися в платіж - ний засіб без суттєвої втрати вартості у короткий строк. 12. Коефіцієнт Маршалла визначається відношенням номінального ВВП до грошової маси. 13. Рівень монетизації може п адати при збільшенні грошової маси. 14. Якщо попит на гроші збільшиться, а пропозиція грошей не змі - ниться, то виникне криз а збуту. 15. Швидкість обігу грошей змінюється при зміні обсягу грошової маси. 16. Кейнсіанці стверджують, що швидкістю обігу можна к ерувати. 17. Монетаристи стверджують, що можна нейтралізувати вплив швидкості обігу грошей на економіку шляхом зміни маси грошей в обороті . 22 Тема 4 . Грошовий ринок",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Завдання 1. До кожного наведеного положення знайдіть відповідний термін або поняття . 1. Сукупність грошових інститутів, що спрямовують потоки грошових коштів від власників до позичальників . 2. Переміщення грошей між суб'єктами грошового ринку через фінан - сових посередників . 3. Переміщення грошей на грошовому ринку безпосередньо від влас - ників -кредиторів до позичальників . 4. Фінансовий актив, цінний папір . 5. Суб'єкт ринку, метою діяльності якого на ринку є торгівля фінансо - вими інструментами . 6. Це короткострокові боргові зобов'язання фінансових та не фінан - сових корпорацій . 7. Це векселі або чеки , виписані платниками за торговельними опера - ціями для розрахунків із продавцями товарів і акцептовані певними банками. Терміни і поняття : а) фінансовий інструмент; б) банківські акцепти; в) комерційні папери; г) грошовий ринок; д) пряме фінансування; є) фінансовий посередник; ж) опосередковане фінансування.",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Семінарське заняття №6 Тема: «Національно -визвольна боротьба народів Латинської Америки в ХІХ ст. » (2 години) Мета: вивчити передумови та причини національно -визвольної боротьби народів латиноамериканського регіону; охарактеризувати основні е тапи визвольної боротьби; простежити еволюцію політики США в Латинській Америці в кінці ХІХ - на початку ХХ ст . План 1. Революція негрів -рабів о. Сан -Домінго. 2. Війна за незалежність іспанських колоній. С. Болівар. Х. Сан -Мартін. 3. Визвольна боротьба в Б разилії, на Кубі, в Мексиці. 4. Політика США в Латинській Америці в кінці ХІХ - на початку ХХ ст . Понятійний аппарат: Ібероамерика, рух «комунерос» , Сімон Болівар, Хосе Сан -Мартін, Агустін Ітурбіде, Ріо -де-Ла-Плата. Тема реферату: Сімон Болівар в історії і політиці. Контрольні завдання до семінарського заняття: 1. Коли відбулася революція негрів -рабів о. Сан -Домінго, її наслідки? 2. Вкажіть на передумови та причини війни за незалеж ність іспанських колоній 1820 -1826 рр. 3. Назвіть основні етапи війни за незалежність іспанських колоній, охарактеризуйте їх. 4. Які характерні особливості мав визвольний рух в Бразилії в кінці ХІХ - на початку ХХ ст.? 5. Охарактеризувати основні етапи визвольної боротьби кубинського народу в ХІХ ст. і перші роки республіки.",Історія,other,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача №1 Оскільки початкова ціна товару становила 500 гривень, то після підвищення на 10% ціна товару становит име 500500 10 500 50 550100     гривень. Після зниження (проміжної) ціни товару на 10% нова ціна товару становитиме 550550 10 550 55 495100-   -  гривень. Відповідь: 495 гривень . Д о п о в н е н н я Розв’яжемо поставлену задачу в загальному вигляді, а саме: нехай по чаткова ціна товару становила x гривень. Через деякий час вона зросла на %p а потім знизилась на %p. Визначимо остаточну ціну товару. Оскільки початкова ціна товару становила x (умовних одиниць) , то після підвищення на %p нова ціна товару становитиме 1100 100x px p x         гривень. Після зниження (проміжної) ціни товару на %p, остаточна ціна товару становить 1100 100 1001 1 1100 100 100 100 100 100pxp p p p px p x x    -              -      -                      (ум.од.) !? Подумайте, якою буде остаточна ціна товару, якщо спочатку відбулось зниження ціни на %p, а вж е потім підвищення на %p. Розв’язання задач 10",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача №3 І с п о с і б Нехай x і y - шукані числа. Тоді за умовою мають місце рівності 2НСК , 630 2 3 5 7 x y     , (1) 2НСД , 18 2 3 x y   . (2) З (2) випливає, що шукані числа мають вид 18 'x x  , 18 'y y  , де 'x і 'y - взаємно прості числа. З (1) випливає два можливі випадки: 1) 18 5x  , 18 7y  (або ж 18 7x  , 18 5y  ); 2) 18 5 7x   , 18 1y  (або ж 18 1x  , 18 5 7y   ). Оскільки шукані числа не діляться одне на одне, то розв’язки, що відповідають другому випадку, не задовольняють умову задачі. Тому шуканими числами є числа 90 і 126. ІІ тур Всеукраїнської олімпіади з математики 6 клас 11 І І с п о с і б Нехай x і y - шукані числа , причому x y. Оскільки  НСД , 18 x y, то 18 'x x  , 18 'y y  , де 'x і 'y - взаємно прості числа. Оскільки для довільних натуральних чисел ,a b справджується рівність НСК ,НСД ,a ba ba b , то для шуканих x і y справджується рівність 18 ' 18 '630 18 ' '18 18x y x yx y     . Звідки 630' ' 35 5 718x y     . Звідки ' 35x, ' 1y або ж ' 7x, ' 5y. Тоді 35 18x  , 18y або ж 7 18x  , 5 18y  . Проте числа 35 18x  , 18y не задовольняють умову задачі, оскільки x ділиться на y. Тому шуканими числами є числа 90 і 126. Відповідь: 90 і 126.",Математика,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача №3 Для розв’яз ання задачі скористаємося ознакою подільності натуральних чисел на 9: на 9 діляться ті і лише ті натуральні числа, сума цифр яких ділиться на 9. Очевидно, що сума цифр даного числа 321321321321a становить 24. Найбільш им натуральн им число м, яке не перевищує 24 і ділиться на 9, є число 18. Оскільки 24 18 6-  , то в даному числі a слід закреслити такі цифри, сума яких становить 6. Очевидно, що шукане число буде найбільшим, коли буде закреслена найменша кількість цифр. Оскіль ки в даному числі 321321321321a зустрічаються виключно цифри 1,2 і 3 (кожна точно чотири рази), то найменша кількість цифр, що закреслюються у a і сума яких дорівнює 6, становить 2. Тобто, к оли видаляються точно дві «трійки». Отже, шукане число одержується із заданого в результаті закресл юван ня двох трійок. Оскільки в даному числі a рівно чотири трійки (що займають 1 -шу, 4 -ту, 7-му та 10 -ту позиції), то існує точно 6 різних способів закресл ювання двох зазначених трійок . Шукане число буде найбільшим в тому випадку , коли будуть Розв’язан ня задач 14 викреслен ня трійки, що займають 7 -му і 10 -ту позиції, тобто ті, що відповідають менш им розрядн им одиниц ям. Отже, шуканим числом є число 3213213 21321 3213212121 . Відповідь: 3213212121 .",Математика,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Розробіть проект на тему 'Екологічні проблеми нашого міста'.,Географія,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Підготуйтеся до контрольної роботи з теми 'Тригонометричні функції'.,Математика,exam_preparation,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Напишіть короткий реферат про видатних українських художників.,Мистецтво,other,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Прочитайте статтю про кліматичні зміни та підготуйте презентацію.,Екологія,reading,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Напишіть рецензію на книгу, яку ви прочитали цього семестру.",Філологія,other,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Проведіть аналіз даних з експерименту на тему 'Швидкість реакції'.,Фізика,laboratory,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Напишіть есе на тему 'Культура та традиції українського народу'.,Соціологія,other,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Прочитайте статтю про сучасні технології в освіті та підготуйте обговорення.,Педагогіка,reading,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Напишіть дослідницьку роботу про вплив глобалізації на культуру.,Соціологія,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Проведіть експеримент з визначенням щільності різних матеріалів.,Фізика,laboratory,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Напишіть реферат на тему 'Вітрова енергія: переваги та недоліки'.,Екологія,other,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Підготуйте проект на тему 'Вплив соціальних мереж на молодь'.,Соціологія,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Підготуйтеся до контрольної роботи з фізики на тему 'Закони Ньютона'.,Фізика,exam_preparation,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
